文学部,https://ct.ritsumei.ac.jp/syllabuspage/c2/73/3f/00_pc_ja.html,13514:英語学概論(LA),秋セメスター,火1,衣笠,杉村 美奈,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/fe/73/3f/00_pc_ja.html,13541:現代の国際社会(L),秋セメスター,火1,衣笠,安武 留美,英語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/c8/75/3f/00_pc_ja.html,13742:ゼミナールⅡ(SD) § 13743:ゼミナールⅣ(SD) § 18374:ゼミナールⅥ(SD),秋セメスター,火1,衣笠,赤間 亮、矢野 桂司,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5c/ed/40/00_pc_ja.html,16991:ドイツ語・表現Ⅱ(LD),秋セメスター,火1,衣笠,HINSKEN THOMAS,日本語とドイツ語を併用,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/cb/ed/40/00_pc_ja.html,17046:フランス語・表現Ⅱ(LD),秋セメスター,火1,衣笠,DARDENNE CLEMENT,日本語とフランス語を併用,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/2a/ef/40/00_pc_ja.html,17195:スペイン語・表現Ⅱ(LE),秋セメスター,火1,衣笠,BARBERO JORGE,スペイン語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/10/71/3f/00_pc_ja.html,13208:イタリア語・展開(LB),秋セメスター,火1・金4,衣笠/衣笠,中山 明子,外国語教育科目,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/4a/ed/40/00_pc_ja.html,16985:ドイツ語・展開(LC),秋セメスター,火1・金4,衣笠/衣笠,井尻 樂,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/50/ed/40/00_pc_ja.html,16987:ドイツ語・展開(LE),秋セメスター,火1・金4,衣笠/衣笠,村田 佳隆,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/bc/ed/40/00_pc_ja.html,17041:フランス語・展開(LE),秋セメスター,火1・金4,衣笠/衣笠,千川 哲生,日本語とフランス語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/bf/ed/40/00_pc_ja.html,17042:フランス語・展開(LF),秋セメスター,火1・金4,衣笠/衣笠,佐藤 愛,日本語とフランス語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/88/ee/40/00_pc_ja.html,17125:中国語・展開(LH),秋セメスター,火1・金4,衣笠/衣笠,浦元 里花,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/8b/ee/40/00_pc_ja.html,17126:中国語・展開(LI),秋セメスター,火1・金4,衣笠/衣笠,上野 正弥,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/8e/ee/40/00_pc_ja.html,17127:中国語・展開(LJ),秋セメスター,火1・金4,衣笠/衣笠,阿部 沙織,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/91/ee/40/00_pc_ja.html,17128:中国語・展開(LK),秋セメスター,火1・金4,衣笠/衣笠,杉本 史子,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/94/ee/40/00_pc_ja.html,17129:中国語・展開(LL),秋セメスター,火1・金4,衣笠/衣笠,竹中島 厚子,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/97/ee/40/00_pc_ja.html,17130:中国語・展開(LM),秋セメスター,火1・金4,衣笠/衣笠,廣居 健,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/9a/ee/40/00_pc_ja.html,17131:中国語・展開(LN),秋セメスター,火1・金4,衣笠/衣笠,大嶋 伸尚,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7b/ef/40/00_pc_ja.html,17240:朝鮮語・展開(LC),秋セメスター,火1・金4,衣笠/衣笠,金 容賛、秦 榮和,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7e/ef/40/00_pc_ja.html,17241:朝鮮語・展開(LD),秋セメスター,火1・金4,衣笠/衣笠,安 聖民、SONG EUN YOUNG,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/81/ef/40/00_pc_ja.html,17242:朝鮮語・展開(LE),秋セメスター,火1・金4,衣笠/衣笠,田中 知子、松井 聖一郎,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/df/b9/3e/00_pc_ja.html,10484:イスラーム世界の多様性(L),秋セメスター,火2,衣笠,岩倉 洸,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/64/68/3f/00_pc_ja.html,12216:教育人間学研究法Ⅲ(LB),秋セメスター,火2,衣笠,早川 滋人,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/d3/68/3f/00_pc_ja.html,12262:専門演習Ⅱ(BA) § 12263:専門演習Ⅳ(BA),秋セメスター,火2,衣笠,鵜野 祐介,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/df/68/3f/00_pc_ja.html,12269:専門演習Ⅱ(BF) § 12270:専門演習Ⅳ(BF),秋セメスター,火2,衣笠,福原 浩之,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/9b/6a/3f/00_pc_ja.html,12475:専門演習Ⅱ(DB),秋セメスター,火2,衣笠,小椋 秀樹,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/2b/6b/3f/00_pc_ja.html,12526:日本思想史Ⅱ (L) § 12527:日本史学の視点Ⅱ(L),秋セメスター,火2,衣笠,上安 祥子,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/37/6b/3f/00_pc_ja.html,12534:日本文化史Ⅱ (L) § 12535:日本史学の視点Ⅵ(L),秋セメスター,火2,衣笠,丸山 彩,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/6c/6c/3f/00_pc_ja.html,12685:博物館・学内実習Ⅰ(LB),秋セメスター,火2,衣笠,中村 大,日本語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/1a/6d/3f/00_pc_ja.html,12761:中国文学史Ⅱ(L),秋セメスター,火2,衣笠,今場 正美,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/19/6e/3f/00_pc_ja.html,12878:キャンパスアジア演習Ⅲ(LB),秋セメスター,火2,衣笠,金津 日出美、山本 一,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/37/6e/3f/00_pc_ja.html,12888:キャンパスアジア日本研究Ⅳ(LB),秋セメスター,火2,衣笠,桂島 宣弘,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/1b/6f/3f/00_pc_ja.html,12977:米文学史Ⅱ(L),秋セメスター,火2,衣笠,中川 優子,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/33/6f/3f/00_pc_ja.html,12986:専門演習Ⅱ(JD) § 12987:専門演習Ⅳ(JD),秋セメスター,火2,衣笠,PRESTON NATHANIEL H.,英語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/42/6f/3f/00_pc_ja.html,12992:専門演習Ⅳ(JB),秋セメスター,火2,衣笠,中村 仁美,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/80/70/3f/00_pc_ja.html,13140:文化芸術特殊講義(LE),秋セメスター,火2,衣笠,安保 寛尚,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/8c/70/3f/00_pc_ja.html,13144:民族と芸術(L),秋セメスター,火2,衣笠,小川 さやか,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/27/72/3f/00_pc_ja.html,13312:歴史地理学(L),秋セメスター,火2,衣笠,片平 博文,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/45/72/3f/00_pc_ja.html,13331:専門演習Ⅱ(MD) § 13332:専門演習Ⅳ(MD),秋セメスター,火2,衣笠,古賀 慎二,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/bd/72/3f/00_pc_ja.html,13393:専門演習Ⅱ(NB) § 13394:専門演習Ⅳ(NB),秋セメスター,火2,衣笠,河原 典史,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/c0/72/3f/00_pc_ja.html,13395:専門演習Ⅱ(NC) § 13396:専門演習Ⅳ(NC),秋セメスター,火2,衣笠,藤巻 正己,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/35/73/3f/00_pc_ja.html,13451:専門演習Ⅱ(OC) § 13452:専門演習Ⅳ(OC),秋セメスター,火2,衣笠,加藤 政洋,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/3b/73/3f/00_pc_ja.html,13455:専門演習Ⅱ(OE) § 13456:専門演習Ⅳ(OE),秋セメスター,火2,衣笠,田中 聡、山本 真紗子,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f8/73/3f/00_pc_ja.html,13539:国際移動論(L),秋セメスター,火2,衣笠,安武 留美,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/a0/74/3f/00_pc_ja.html,13614:マルチモーダルコミュニケーション (L),秋セメスター,火2,衣笠,城 綾実,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/84/75/3f/00_pc_ja.html,13719:情報処理入門(LH),秋セメスター,火2,衣笠,佐藤 信弥,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/b4/ec/40/00_pc_ja.html,16931:Academic Writing Ⅱ (LA) § 16932:Academic Listening and Study Skills Ⅱ(LA),秋セメスター,火2,衣笠,DAVIES MICHAEL JAMES,英語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/b7/ec/40/00_pc_ja.html,16933:Academic Writing Ⅱ (LB) § 16934:Academic Listening and Study Skills Ⅱ(LB),秋セメスター,火2,衣笠,APPLE MATTHEW THOMAS,英語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/ba/ec/40/00_pc_ja.html,16935:Academic Writing Ⅱ (LC) § 16936:Academic Listening and Study Skills Ⅱ(LC),秋セメスター,火2,衣笠,DE WITT JAMES LINCOL,英語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/bd/ec/40/00_pc_ja.html,16937:Academic Writing Ⅱ (LD) § 16938:Academic Listening and Study Skills Ⅱ(LD),秋セメスター,火2,衣笠,磯田 貴道,英語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/53/ed/40/00_pc_ja.html,16988:ドイツ語・表現Ⅱ(LA),秋セメスター,火2,衣笠,HINSKEN THOMAS,日本語とドイツ語を併用,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/c2/ed/40/00_pc_ja.html,17043:フランス語・表現Ⅱ(LA),秋セメスター,火2,衣笠,DARDENNE CLEMENT,日本語とフランス語を併用,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/24/ef/40/00_pc_ja.html,17193:スペイン語・表現Ⅱ(LC),秋セメスター,火2,衣笠,CISNEROS MANUEL,スペイン語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/0d/71/3f/00_pc_ja.html,13207:イタリア語・展開(LA),秋セメスター,火2・金2,衣笠/衣笠,中山 明子,外国語教育科目,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/47/ed/40/00_pc_ja.html,16984:ドイツ語・展開(LB),秋セメスター,火2・金2,衣笠/衣笠,村田 佳隆,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/b6/ed/40/00_pc_ja.html,17039:フランス語・展開(LC),秋セメスター,火2・金2,衣笠/衣笠,千川 哲生,日本語とフランス語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/73/ee/40/00_pc_ja.html,17118:中国語・展開(LA),秋セメスター,火2・金2,衣笠/衣笠,浦元 里花,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/76/ee/40/00_pc_ja.html,17119:中国語・展開(LB),秋セメスター,火2・金2,衣笠/衣笠,杉本 史子,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/79/ee/40/00_pc_ja.html,17120:中国語・展開(LC),秋セメスター,火2・金2,衣笠/衣笠,宇野木 洋,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7c/ee/40/00_pc_ja.html,17121:中国語・展開(LD),秋セメスター,火2・金2,衣笠/衣笠,阿部 沙織,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7f/ee/40/00_pc_ja.html,17122:中国語・展開(LE),秋セメスター,火2・金2,衣笠/衣笠,上野 正弥,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/82/ee/40/00_pc_ja.html,17123:中国語・展開(LF),秋セメスター,火2・金2,衣笠/衣笠,竹中島 厚子,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/85/ee/40/00_pc_ja.html,17124:中国語・展開(LG),秋セメスター,火2・金2,衣笠/衣笠,望月 雄介,日本語と中国語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/12/ef/40/00_pc_ja.html,17187:スペイン語・展開(LB),秋セメスター,火2・金2,衣笠/衣笠,寺本 あけみ、丸岡 真紀穂,日本語とスペイン語を併用,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/75/ef/40/00_pc_ja.html,17238:朝鮮語・展開(LA),秋セメスター,火2・金2,衣笠/衣笠,安 聖民,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/78/ef/40/00_pc_ja.html,17239:朝鮮語・展開(LB),秋セメスター,火2・金2,衣笠/衣笠,李 雨洲、秦 榮和,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/86/bc/47/00_pc_ja.html,18393:朝鮮語・展開(LF),秋セメスター,火2・金2,衣笠/衣笠,金 惠玉、田中 知子,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5c/67/3f/00_pc_ja.html,12106:ギリシア語Ⅱ(L),秋セメスター,火3,衣笠,鈴木 竜雄,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/9b/67/3f/00_pc_ja.html,12130:哲学・倫理学外書講読(LB),秋セメスター,火3,衣笠,吉松 覚,日本語、フランス語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7b/69/3f/00_pc_ja.html,12330:日本文化の周辺Ⅰ(L),秋セメスター,火3,衣笠,東野 陸,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/2e/6b/3f/00_pc_ja.html,12528:日本思想史Ⅰ (L) § 12529:日本史学の視点Ⅲ(L),秋セメスター,火3,衣笠,ペ 貴得,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/40/6b/3f/00_pc_ja.html,12538:日本史学総説Ⅲ(L),秋セメスター,火3,衣笠,田中 誠,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/44/6d/3f/00_pc_ja.html,12782:東洋史概論Ⅲ(L),秋セメスター,火3,衣笠,牛根 靖裕,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/56/6d/3f/00_pc_ja.html,12788:東洋史資料講読(LD),秋セメスター,火3,衣笠,増井 寛也,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/ce/6d/3f/00_pc_ja.html,12838:東アジア現代文化論Ⅱ(L),秋セメスター,火3,衣笠,朴 美貞,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/6f/6f/3f/00_pc_ja.html,13012:ヨーロッパ現代史研究Ⅱ (L) § 13013:西洋現代史研究(L),秋セメスター,火3,衣笠,布施 将夫,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/de/6f/3f/00_pc_ja.html,13065:テクノロジーと文化変容(L),秋セメスター,火3,衣笠,冨田 敬大,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f8/70/3f/00_pc_ja.html,13200:イタリアの文化とコミュニケーションⅡ(L),秋セメスター,火3,衣笠,TERROSI ROBERTO,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/dc/71/3f/00_pc_ja.html,13282:自然地理学概論(L),秋セメスター,火3,衣笠,高橋 学,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/17/73/3f/00_pc_ja.html,13436:京都学特殊講義Ⅲ(L),秋セメスター,火3,衣笠,佐藤 弘隆,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/74/73/3f/00_pc_ja.html,13475:運用のための文法活用 (LB),秋セメスター,火3,衣笠,深田 智,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/b0/73/3f/00_pc_ja.html,13505:英語文献講読(LA),秋セメスター,火3,衣笠,吉田 純子,日本語 英語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/d6/74/3f/00_pc_ja.html,13638:応用言語学(L),秋セメスター,火3,衣笠,東郷 雄二,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/87/75/3f/00_pc_ja.html,13720:情報処理入門(LI),秋セメスター,火3,衣笠,佐藤 信弥,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/14/ed/40/00_pc_ja.html,16967:英語音声演習２（単位回復）(LC),秋セメスター,火3,衣笠,丸田 祥一,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/36/ef/40/00_pc_ja.html,17201:人文学のためのスペイン語 (LB),秋セメスター,火3,衣笠,三島 庸平,日本語、スペイン語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/fa/71/3f/00_pc_ja.html,13294:測量学および実習Ⅱ(L),秋セメスター,火3-4,衣笠,中田 勝行,日本語,3
文学部,https://ct.ritsumei.ac.jp/syllabuspage/e0/67/3f/00_pc_ja.html,12153:倫理学概論Ⅱ(L),秋セメスター,火4,衣笠,中村 拓也,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/4d/6a/3f/00_pc_ja.html,12433:Lecture for Humanities (LK) § 12434:人文学特殊講義(LK),秋セメスター,火4,衣笠,鈴木 桂子,英語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/55/6b/3f/00_pc_ja.html,12548:日本中世史料講読演習 (LD) § 12549:日本史史料講読演習(LD),秋セメスター,火4,衣笠,吉永 隆記,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/60/6c/3f/00_pc_ja.html,12680:考古学特殊講義(LB),秋セメスター,火4,衣笠,高橋 学,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/ed/6c/3f/00_pc_ja.html,12740:中国思想概論Ⅰ(L),秋セメスター,火4,衣笠,山内 貴,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/3b/6d/3f/00_pc_ja.html,12778:人文学講座 (LV) § 12779:史学論Ⅱ(L),秋セメスター,火4,衣笠,落合 淳思,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/c8/6d/3f/00_pc_ja.html,12836:東アジア現代史論Ⅱ(L),秋セメスター,火4,衣笠,塚崎 昌之,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/e8/6e/3f/00_pc_ja.html,12956:英書講読（Intermediate）(LD),秋セメスター,火4,衣笠,水野 眞理,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/03/6f/3f/00_pc_ja.html,12968:英米文学特殊講義(LB),秋セメスター,火4,衣笠,川口 能久,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/96/6f/3f/00_pc_ja.html,13028:ヨーロッパ・イスラーム関係史 (L) § 13029:西洋史特殊講義(L),秋セメスター,火4,衣笠,鈴木 敏郎,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7a/70/3f/00_pc_ja.html,13138:文化芸術特殊講義(LC),秋セメスター,火4,衣笠,星野 倫,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/fe/70/3f/00_pc_ja.html,13202:イタリアの文化とコミュニケーションⅣ(L),秋セメスター,火4,衣笠,TERROSI ROBERTO,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f6/72/3f/00_pc_ja.html,13424:京都文化論Ⅱ（京都と日本文学） (L) § 13425:京都文化論Ⅱ(L),秋セメスター,火4,衣笠,新稲 法子,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f7/74/3f/00_pc_ja.html,13658:日本語教授法演習Ⅱ (L) § 13659:日本語教授法基礎演習Ⅱ(L),秋セメスター,火4,衣笠,北野 朋子,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/9e/75/3f/00_pc_ja.html,13727:人文学のための情報処理・応用(LC),秋セメスター,火4,衣笠,松岡 恵悟,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/1f/6e/3f/00_pc_ja.html,12880:キャンパスアジア演習Ⅳ(LB),秋セメスター,火5,衣笠,金津 日出美、山本 一,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5b/6e/3f/00_pc_ja.html,12900:朝鮮語（キャンパスアジア）Ⅱ(LA),秋セメスター,火5,衣笠,張 惠英,日本語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5e/6e/3f/00_pc_ja.html,12901:朝鮮語（キャンパスアジア）Ⅱ(LB),秋セメスター,火5,衣笠,李 建濟,日本語と朝鮮語を併用,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/31/71/3f/00_pc_ja.html,13219:基本イタリア語（社会）Ⅱ(A),秋セメスター,火5,衣笠,TERROSI ROBERTO,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/51/75/3f/00_pc_ja.html,13700:コンピュータグラフィックス基礎演習Ⅱ(LB),秋セメスター,火5,衣笠,山路 正憲,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5a/75/3f/00_pc_ja.html,13704:空間情報処理演習(L),秋セメスター,火5,衣笠,松岡 恵悟,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/fc/ec/40/00_pc_ja.html,16959:Thesis Writing  Ⅱ(L),秋セメスター,火5,衣笠,DOWDEN ANDY,英語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/aa/b8/3e/00_pc_ja.html,10369:哲学と人間(LB),秋セメスター,水1,衣笠,谷 徹,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/73/b9/3e/00_pc_ja.html,10443:経済と社会(L),秋セメスター,水1,衣笠,瀬野 陸見,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/b6/67/3f/00_pc_ja.html,12139:哲学概論Ⅱ(L),秋セメスター,水1,衣笠,鈴木 崇志,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f5/67/3f/00_pc_ja.html,12161:論理と言語Ⅱ (L) § 12162:論理学概論Ⅱ(L),秋セメスター,水1,衣笠,伊勢 俊彦,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/50/6a/3f/00_pc_ja.html,12435:日本語学概論 (L) § 12436:日本語学概論Ⅰ(L),秋セメスター,水1,衣笠,小椋 秀樹,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/0a/6b/3f/00_pc_ja.html,12512:古文書学(LD),秋セメスター,水1,衣笠,樋爪 修,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f6/6c/3f/00_pc_ja.html,12744:中国の文化Ⅱ (LB) § 12745:中国文化特殊講義(LB),秋セメスター,水1,衣笠,JIN CHUNYU,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/f3/6f/3f/00_pc_ja.html,13073:音楽と社会(L),秋セメスター,水1,衣笠,宮本 直美,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/4c/71/3f/00_pc_ja.html,13231:外国語文献リーディングⅣ (LF) § 13232:人文総合外書講読Ⅳ(LF),秋セメスター,水1,衣笠,TERROSI ROBERTO,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/1e/72/3f/00_pc_ja.html,13309:地理情報学(L),秋セメスター,水1,衣笠,矢野 桂司,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/bf/73/3f/00_pc_ja.html,13513:Introduction to Language Studies (L),秋セメスター,水1,衣笠,久屋 愛実,英語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/e2/74/3f/00_pc_ja.html,13644:言語科学特論 (LA) § 13645:言語コミュニケーション特殊講義(LE),秋セメスター,水1,衣笠,田浦 秀幸,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/72/75/3f/00_pc_ja.html,13713:情報処理入門(LB),秋セメスター,水1,衣笠,山田 崇仁,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/7b/75/3f/00_pc_ja.html,13716:情報処理入門(LE),秋セメスター,水1,衣笠,秋山 陽一郎,日本語,2
文学部,https://ct.ritsumei.ac.jp/syllabuspage/13/f1/40/00_pc_ja.html,17392:英語Ⅳ（Advanced）(AA),秋セメスター,水1,衣笠,HARPER JULIA,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/16/f1/40/00_pc_ja.html,17393:英語Ⅳ（Advanced）(AB),秋セメスター,水1,衣笠,HOWELLS GARETH JOHN,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/19/f1/40/00_pc_ja.html,17394:英語Ⅳ（Advanced）(AC),秋セメスター,水1,衣笠,WARD JANE ALISON,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/1c/f1/40/00_pc_ja.html,17395:英語Ⅳ（Advanced）(AD),秋セメスター,水1,衣笠,SUMMERVILLE CHRIS J.,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/2e/f1/40/00_pc_ja.html,17401:英語Ⅳ（High-Intermediate）(AE),秋セメスター,水1,衣笠,THANYAWATPOKIN BEN,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/31/f1/40/00_pc_ja.html,17402:英語Ⅳ（High-Intermediate）(AF),秋セメスター,水1,衣笠,TEGLER GARY WEAVER,英語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/34/f1/40/00_pc_ja.html,17403:英語Ⅳ（High-Intermediate）(AG),秋セメスター,水1,衣笠,WILKINS MICHAEL R.,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/37/f1/40/00_pc_ja.html,17404:英語Ⅳ（High-Intermediate）(AH),秋セメスター,水1,衣笠,JENKINS ZOE CAITLIN,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/46/f1/40/00_pc_ja.html,17409:英語Ⅳ（Intermediate）(AI),秋セメスター,水1,衣笠,塩谷 直史,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/49/f1/40/00_pc_ja.html,17410:英語Ⅳ（Intermediate）(AJ),秋セメスター,水1,衣笠,上田 由利子,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/4c/f1/40/00_pc_ja.html,17411:英語Ⅳ（Intermediate）(AK),秋セメスター,水1,衣笠,鈴木 盛子,英語　日本語,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/58/f1/40/00_pc_ja.html,17415:英語Ⅳ（Pre-Intermediate）(AL),秋セメスター,水1,衣笠,馬場 智姫,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5b/f1/40/00_pc_ja.html,17416:英語Ⅳ（Pre-Intermediate）(AM),秋セメスター,水1,衣笠,島 久美子,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/5e/f1/40/00_pc_ja.html,17417:英語Ⅳ（Pre-Intermediate）(AN),秋セメスター,水1,衣笠,竹間 優美子,外国語教育科目,1
文学部,https://ct.ritsumei.ac.jp/syllabuspage/d7/67/3f/00_pc_ja.html,12150:哲学特殊講義(LC),秋セメスター,水2,衣笠,佐野 泰之,日本語,2
